id,name,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank
364011,"Great Western Trail: Argentina",2022,206,7.33901,8.28679,4464,0,,,,,,109,,
10630,"Memoir '44",2004,207,7.33784,7.53191,30876,0,,,,,,,,69
314491,Meadow,2021,208,7.33498,7.72204,12004,0,,,,28,,154,,
227224,"The Red Cathedral",2020,209,7.33404,7.68209,13720,0,,,,,,158,,
104162,"Descent: Journeys in the Dark (Second Edition)",2012,210,7.33377,7.61013,25654,0,,,,,,,57,
199561,Sagrada,2017,211,7.32936,7.47306,43970,0,11,,,46,,,,
25021,"Sekigahara: The Unification of Japan",2011,212,7.3272,7.99939,6259,0,,,,,,,,8
39463,"Cosmic Encounter",2008,213,7.32691,7.51463,33838,0,,,,,,192,68,
155426,"Castles of Mad King Ludwig",2014,214,7.32582,7.51223,26519,0,,,,,,167,,
316377,"7 Wonders (Second Edition)",2020,215,7.32069,7.83892,9512,0,,,,31,,164,,
242302,"Space Base",2018,216,7.31986,7.54333,20959,0,,,,41,,,,
118,"Modern Art",1992,217,7.31929,7.51227,23635,0,,,,,,165,,
282524,Horrified,2019,218,7.31867,7.61779,18081,0,,,,42,,,59,
128882,"The Resistance: Avalon",2012,219,7.3174,7.50477,34826,0,,,,,12,,,
391163,"Forest Shuffle",2023,220,7.31696,7.69858,12271,0,,,,36,,160,,
17133,"Railways of the World",2005,221,7.3156,7.667,12396,0,,,,,,152,,
300531,Paleo,2020,222,7.31472,7.67598,13967,0,,,,,,172,55,
287954,"Azul: Summer Pavilion",2019,223,7.31345,7.58882,17522,0,8,,,40,,,,
31627,"Ticket to Ride: Nordic Countries",2007,224,7.31221,7.62509,14556,0,,,,38,,,,
103343,"A Game of Thrones: The Board Game (Second Edition)",2011,225,7.31157,7.53302,35610,0,,,,,,199,,
374173,"Star Wars: The Deckbuilding Game",2023,226,7.31026,7.85979,8522,0,,,,34,,159,,
70149,"Ora et Labora",2011,227,7.30916,7.68336,11238,0,,,,,,149,,
188,Go,-2200,228,7.30876,7.6541,17727,0,14,,,,,,,
171131,"Captain Sonar",2016,229,7.29844,7.51031,22374,0,,,,,9,,64,
822,Carcassonne,2000,230,7.29776,7.41253,132257,0,,,,56,,,,
14105,"Commands & Colors: Ancients",2006,231,7.29743,7.77886,8953,0,,,,,,,,23
123260,Suburbia,2012,232,7.29578,7.4687,25802,0,,,,,,180,,
148228,Splendor,2014,233,7.29426,7.41873,84400,0,,,,54,,,,
299659,"Clash of Cultures: Monumental Edition",2021,234,7.29287,8.30201,4384,0,,,,,,127,,
104006,Village,2011,235,7.29225,7.48717,23800,0,,,,,,178,,
150376,"Dead of Winter: A Crossroads Game",2014,236,7.28961,7.45378,47486,0,,,,,,,74,
256680,"Return to Dark Tower",2022,237,7.28856,8.24181,4997,0,,,,,,,29,
285967,"Ankh: Gods of Egypt",2021,238,7.2882,7.76865,10329,0,,,,,,161,,
215,Tichu,1991,239,7.28484,7.57501,16102,0,,,,,,175,,
241451,"Aeon's End: Legacy",2019,240,7.28372,8.0594,5466,0,,,,,,141,,
293014,Nidavellir,2020,241,7.27938,7.57362,14753,0,,,,43,,174,,
269207,"The Taverns of Tiefenthal",2019,242,7.27585,7.57693,15525,0,,,,,,186,,
332686,"John Company: Second Edition",2022,243,7.27509,8.27441,4320,0,,,,,,133,33,
182631,"Star Realms: Colony Wars",2015,244,7.27499,7.79299,8458,0,,,,,,166,,
7854,YINSH,2003,245,7.27108,7.71216,9354,0,4,,,,,,,
91,"Paths of Glory",1999,246,7.27051,8.07591,5385,0,,,,,,,,3
9209,"Ticket to Ride",2004,247,7.26946,7.38999,93510,0,,,,59,,,,
245638,Coimbra,2018,248,7.26877,7.60956,12381,0,,,,,,168,,
306735,"Under Falling Skies",2020,249,7.26787,7.62931,12504,0,,,,,,191,,
126042,Nations,2013,250,7.26413,7.59888,12440,0,,,,,,170,,
295486,"My City",2020,251,7.26291,7.61226,12003,0,,,,44,,179,,
165722,KLASK,2014,252,7.26278,7.63577,11180,0,,,,45,7,,,
195421,"Near and Far",2017,253,7.26228,7.66457,10764,0,,,,,,,54,
283155,Calico,2020,254,7.26154,7.50919,20903,0,10,,,50,,,,
54998,Cyclades,2009,255,7.26026,7.50125,22096,0,,,,,,203,,
21050,"Combat Commander: Europe",2006,256,7.25934,7.95351,5994,0,,,,,,,,11
188834,"Secret Hitler",2016,257,7.25784,7.49841,31281,0,,,,,19,,,
221194,"Dinosaur Island",2017,258,7.25295,7.54969,16558,0,,,,,,200,,
260605,"Camel Up (Second Edition)",2018,259,7.25066,7.56775,14946,0,,,,47,8,,,
146886,"La Granja",2014,260,7.24871,7.59984,11474,0,,,,,,176,,
224037,"Codenames: Duet",2017,261,7.24682,7.42318,24607,0,,,,55,,,,
223040,"Fantasy Realms",2017,262,7.24513,7.51133,16570,0,,,,52,,,,
129437,"Legendary: A Marvel Deck Building Game",2012,263,7.24204,7.52737,22917,0,,,,,,,75,
232832,"Century: Golem Edition",2017,264,7.24032,7.58619,13116,0,,,,49,,216,,
158600,Hanamikoji,2013,265,7.23675,7.46911,19696,0,,,,58,,,,
274637,"Unmatched: Battle of Legends, Volume One",2019,266,7.23496,7.71332,9886,0,,,,,,204,,
156129,"Deception: Murder in Hong Kong",2014,267,7.23368,7.43573,23692,0,,,,,11,,,
318977,"MicroMacro: Crime City",2020,268,7.23156,7.47865,17504,0,,,,57,,,,
192291,"Sushi Go Party!",2016,269,7.23035,7.38456,37206,0,,,,65,,,,
176189,"Zombicide: Black Plague",2015,270,7.22886,7.60538,16725,0,,,,,,,70,
3,Samurai,1998,271,7.22457,7.4762,16626,0,,,,,,210,,
176494,"Isle of Skye: From Chieftain to King",2015,272,7.22423,7.3936,26197,0,,,,62,,224,,
199478,"Flamme Rouge",2016,273,7.22409,7.48066,18762,0,,,,61,,,,
555,"The Princes of Florence",2000,274,7.22356,7.50077,15767,0,,,,,,202,,
169426,"Roll Player",2016,275,7.22204,7.43336,21386,0,,,,,,225,,
19857,"Glory to Rome",2005,276,7.22119,7.49269,14533,0,,,,,,205,,
224783,Vindication,2018,277,7.22043,7.78482,7752,0,,,,,,182,,
300322,Hallertau,2020,278,7.21954,7.85197,6349,0,,,,,,163,,
232405,"Western Legends",2018,279,7.21729,7.60468,11940,0,,,,,,,61,
228341,"Pulsar 2849",2017,280,7.21289,7.65533,9259,0,,,,,,188,,
109276,"Kanban: Driver's Edition",2014,281,7.21268,7.78535,6968,0,,,,,,171,,
198994,"Hero Realms",2016,282,7.21255,7.50768,18872,0,,,,,,238,,
194655,Santorini,2016,283,7.21162,7.35077,40124,0,15,,,,,,,
286096,Tapestry,2019,284,7.21127,7.44096,21433,0,,,,,,230,,
9216,"Goa: A New Expedition",2004,285,7.21024,7.55687,11611,0,,,,,,193,,
421,"1830: Railways & Robber Barons",1986,286,7.20629,7.86799,5797,0,,,,,,162,,
311193,"Anno 1800: The Board Game",2020,287,7.20374,7.71216,7975,0,,,,,,189,,
20551,Shogun,2006,288,7.20232,7.51169,14327,0,,,,,,220,,
31481,"Galaxy Trucker",2007,289,7.20084,7.33568,34930,0,,,,,,,90,
156546,Monikers,2015,290,7.196,7.77911,6843,0,,,,,4,,,
305096,"Endless Winter: Paleoamericans",2022,291,7.19426,7.67955,9015,0,,,,,,201,,
128621,Viticulture,2013,292,7.19352,7.48004,14639,0,,,,,,226,,
329839,"So Clover!",2021,293,7.19334,7.59232,9642,0,,,,53,6,,,
27708,"1960: The Making of the President",2007,294,7.19201,7.62116,9401,0,,,,,,206,,
223321,"Detective: A Modern Crime Board Game",2018,295,7.19121,7.63148,10969,0,,,,,,,65,
140620,"Lewis & Clark: The Expedition",2013,296,7.1901,7.44368,15997,0,,,,,,227,,
284653,"Mind MGMT: The Psychic Espionage “Game.”",2021,297,7.18936,7.87415,5960,0,,,,,,187,,
323612,Bitoku,2021,298,7.18769,7.8034,6838,0,,,,,,195,,
239188,"Chronicles of Crime",2018,299,7.18525,7.56256,23600,0,,,,,,,81,
297562,"Kemet: Blood and Sand",2021,300,7.18488,7.94583,5307,0,,,,,,183,,
127060,"Bora Bora",2013,301,7.18315,7.55884,10457,0,,,,,,213,,
150145,"Skull King",2013,302,7.18302,7.54228,12155,0,,,,63,,,,
351913,Tiletum,2022,303,7.18249,7.88036,5766,0,,,,,,177,,
204583,Kingdomino,2016,304,7.18138,7.29944,49852,0,,,,75,,,,
295895,Distilled,2023,305,7.18107,7.80275,6751,0,,,,,,196,,
760,"Battle Line",2000,306,7.17962,7.41425,17833,0,,,,,,239,,
230253,"Star Realms: Frontiers",2018,307,7.17949,7.92737,5615,0,,,,,,208,,
291572,Oath,2021,308,7.17897,7.75812,8277,0,,,,,,222,87,
27833,Steam,2009,309,7.17853,7.54662,10348,0,,,,,,214,,
298047,"Marvel United",2020,310,7.17828,7.56434,11901,0,,,,66,,,,
270633,"Aeon's End: The New Age",2019,311,7.17437,8.50967,3002,0,,,,,,155,,
367220,"Sea Salt & Paper",2022,312,7.17416,7.48849,14501,0,,,,68,,,,
2655,Hive,2001,313,7.17407,7.31915,38566,0,17,,,,,,,
144344,Rococo,2013,314,7.17374,7.58428,9261,0,,,,,,212,,
385761,Faraway,2023,315,7.17232,7.58489,10145,0,,,,60,,,,
302723,"Forgotten Waters",2020,316,7.17224,7.79183,6530,0,,,,,,,49,
246784,Cryptid,2018,317,7.17074,7.43628,15612,0,,,,69,,241,,
206718,Ethnos,2017,318,7.16932,7.45797,14052,0,,,,,,236,,
146508,"T.I.M.E Stories",2015,319,7.16826,7.36542,28173,0,,,,,,,91,
356123,"Turing Machine",2022,320,7.16645,7.65605,8468,0,,,,,,233,,
244271,"Dice Throne: Season Two – Battle Chest",2018,321,7.16596,8.04795,4918,0,,,,51,,,,
284189,"Foundations of Rome",2022,322,7.1659,8.05173,4459,0,,,,,,190,,
400314,Apiary,2023,323,7.16579,7.78842,6511,0,,,,,,207,,
139976,"Cthulhu Wars",2015,324,7.16393,7.85061,6459,0,,,,,,219,52,
342070,"Thunder Road: Vendetta",2023,325,7.16321,7.96258,4886,0,,,,48,,,50,
108745,Seasons,2012,326,7.16178,7.34316,25678,0,,,,,,251,,
92828,"Dixit: Odyssey",2011,327,7.16076,7.39204,21876,0,,,,,18,,,
155068,"Arcadia Quest",2014,328,7.15407,7.59531,10605,0,,,,,,,72,
46213,Telestrations,2009,329,7.15215,7.38113,19335,0,,,,,17,,,
295374,"Long Shot: The Dice Game",2022,330,7.15144,7.58494,8917,0,,,,64,,,,
160477,Onitama,2014,331,7.14718,7.34544,23404,0,18,,,,,,,
176734,"The Manhattan Project: Energy Empire",2016,332,7.14677,7.73749,6334,0,,,,,,209,,
257499,"Arkham Horror (Third Edition)",2018,333,7.14637,7.68889,10081,0,,,,,,,71,
277085,"Love Letter",2019,334,7.14634,7.51547,12248,0,,,,73,16,,,
19777,Indonesia,2005,335,7.1457,7.88359,4824,0,,,,,,181,,
50,"Lost Cities",1999,336,7.14499,7.24899,48391,0,,,,82,,,,
66589,Navegador,2010,337,7.14447,7.53675,9442,0,,,,,,229,,
24181,Imperial,2006,338,7.14428,7.59513,8880,0,,,,,,223,,
318184,"Imperium: Classics",2021,339,7.14216,7.69677,7555,0,,,,,,228,,
331106,"The Witcher: Old World",2023,340,7.14177,7.94433,7200,0,,,,,,,77,
97207,"Dungeon Petz",2011,341,7.13562,7.39294,15265,0,,,,,,250,,
172,"For Sale",1997,342,7.13484,7.26033,32406,0,,,,81,,,,
262211,Cloudspire,2019,343,7.1308,8.17926,3966,0,,,,,,194,,
38453,"Space Alert",2008,344,7.13064,7.38744,16299,0,,,,,,,97,
358661,"Andromeda's Edge",2024,345,7.12986,8.39964,3241,0,,,,,,173,,
5,Acquire,1964,346,7.12922,7.35166,21175,0,,,,,,269,,
155873,"Power Grid Deluxe: Europe/North America",2014,347,7.12769,7.94653,4535,0,,,,,,198,,
345972,"Cat in the Box: Deluxe Edition",2022,348,7.12711,7.49728,10325,0,,,,71,,,,
111341,"The Great Zimbabwe",2012,349,7.1271,7.8428,5062,0,,,,,,197,,
22545,"Age of Empires III: The Age of Discovery",2007,350,7.12627,7.50638,10389,0,,,,,,240,,
129622,"Love Letter",2012,351,7.124,7.22538,69510,0,,,,99,,,,
319966,"The King Is Dead: Second Edition",2020,352,7.12332,7.61982,7633,0,,,,,,237,,
2653,"Survive: Escape from Atlantis!",1982,353,7.12281,7.31437,26878,0,,,,86,,,,
332800,"Summoner Wars (Second Edition)",2021,354,7.12203,8.08634,4195,0,,7,,,,211,,
154203,"Imperial Settlers",2014,355,7.11987,7.30641,24780,0,,,,,,280,,
187617,"Nemo's War (Second Edition)",2017,356,7.11904,7.81638,5552,0,,,,,,,56,
245655,"The King's Dilemma",2019,357,7.11845,7.72273,6506,0,,,,,,,62,
143693,"Glass Road",2013,358,7.11768,7.41994,12211,0,,,,,,247,,
54,Tikal,1999,359,7.11761,7.32108,20827,0,,,,,,272,,
370591,"Dorfromantik: The Board Game",2022,360,7.11616,7.63383,7941,0,,,,72,,,,
209685,"Century: Spice Road",2017,361,7.11614,7.29894,26431,0,,,,88,,,,
350316,"Wayfarers of the South Tigris",2022,362,7.1156,7.79616,5551,0,,,,,,221,,
184921,"Bunny Kingdom",2017,363,7.1146,7.41883,13816,0,,,,79,,259,,
181279,"Fury of Dracula (Third/Fourth Edition)",2015,364,7.11458,7.41177,15022,0,,,,,,,94,
136888,Bruges,2013,365,7.11275,7.42669,11961,0,,,,,,249,,
367966,"Endeavor: Deep Sea",2024,366,7.11142,8.24228,3361,0,,,,,,184,,
54138,"Imperial 2030",2009,367,7.11094,7.64446,7046,0,,,,,,232,,
93260,"Summoner Wars: Master Set",2011,368,7.11051,7.47617,11074,0,,21,,,,262,,
163967,"Tiny Epic Galaxies",2015,369,7.10992,7.32934,21347,0,,,,,,299,,
227789,"Heaven & Ale",2017,370,7.10979,7.53522,8836,0,,,,,,242,,
234277,Nusfjord,2017,371,7.10844,7.64517,6794,0,,,,,,234,,
188866,"Awkward Guests: The Walton Case",2016,372,7.10825,7.5612,8866,0,,,,74,,,,
47,Chinatown,1999,373,7.10742,7.43545,11830,0,,,,80,,256,,
285192,Destinies,2021,374,7.1058,7.69217,9190,0,,,,,,,79,
48726,"Alien Frontiers",2010,375,7.10246,7.35092,15404,0,,,,,,268,,
260180,"Project L",2020,376,7.10121,7.47101,11122,0,,,,78,,,,
336986,Flamecraft,2022,377,7.10102,7.41165,17045,0,,,,92,,330,,
59294,Runewars,2010,378,7.10069,7.6082,8464,0,,,,,,254,73,
203420,"Exit: The Game – The Abandoned Cabin",2016,379,7.09886,7.41719,11766,0,,,,,,,82,
40692,"Small World",2009,380,7.09686,7.20026,72958,0,,,,108,,336,,
172081,"Burgle Bros.",2015,381,7.09375,7.4222,11963,0,,,,84,,,105,
63888,Innovation,2010,382,7.09053,7.30054,19139,0,,,,,,288,,
172818,"Above and Below",2015,383,7.09043,7.35509,16552,0,,,,,,297,117,
25292,"Merchants & Marauders",2010,384,7.09016,7.39286,14473,0,,,,,,,106,
301880,"Raiders of Scythia",2020,385,7.09014,7.72252,6136,0,,,,,,244,,
21241,"Neuroshima Hex",2006,386,7.08962,7.38841,15342,0,,,,,,300,,
304420,Bonfire,2020,387,7.08922,7.62999,7004,0,,,,,,245,,
193037,"Dead of Winter: The Long Night",2016,388,7.08884,7.51937,10188,0,,,,,,,89,
140934,Arboretum,2015,389,7.08719,7.27474,21990,0,,,,97,,,,
345584,"Mindbug: First Contact",2022,390,7.08568,7.64374,7406,0,,,,77,,264,,
202426,"Sidereal Confluence",2017,391,7.08544,7.77825,5468,0,,,,,,235,,
13122,Antiquity,2004,392,7.08462,7.84179,4584,0,,,,,,218,,
318084,Furnace,2020,393,7.0844,7.40138,11902,0,,,,,,271,,
219513,Bärenpark,2017,394,7.08397,7.2867,19848,0,,,,93,,,,
350933,"The Guild of Merchant Explorers",2022,395,7.08209,7.66724,6074,0,,,,70,,246,,
176920,"Mission: Red Planet (Second/Third Edition)",2015,396,7.08208,7.3971,11848,0,,,,,,273,,
77130,"Sid Meier's Civilization: The Board Game",2010,397,7.08148,7.37292,16124,0,,,,,,292,,
349067,"The Lord of the Rings: The Card Game – Revised Core Set",2022,398,7.08013,8.46641,3004,0,,6,,,,,,
59959,"Letters from Whitechapel",2011,399,7.07987,7.34175,16513,0,,,,,,311,118,
246192,Gizmos,2018,400,7.07858,7.36976,13639,0,,,,90,,,,
39856,Dixit,2008,401,7.07836,7.19225,67423,0,,,,,27,,,
308119,"Pax Renaissance: 2nd Edition",2021,402,7.07806,8.43665,2742,0,,,,,,185,,
336382,"Marvel United: X-Men",2021,403,7.07765,8.02575,4075,0,,,,67,,,,
297030,"Tekhenu: Obelisk of the Sun",2020,404,7.07585,7.68427,6141,0,,,,,,243,,
45315,"Dungeon Lords",2009,405,7.07574,7.35031,14126,0,,,,,,284,,
199042,"Harry Potter: Hogwarts Battle",2016,406,7.07526,7.36012,20500,0,,,,105,,,132,
128271,Ginkgopolis,2012,407,7.07283,7.49282,8397,0,,,,,,252,,
146439,"BattleLore: Second Edition",2013,408,7.07256,7.68002,6472,0,,,,,,,,62
379078,Expeditions,2023,409,7.0723,7.66058,6806,0,,,,,,253,,
276182,"Dead Reckoning",2022,410,7.06994,8.16569,3407,0,,,,,,217,,
70919,Takenoko,2011,411,7.06884,7.20546,46154,0,,,,110,,,,
311988,"Frostpunk: The Board Game",2022,412,7.06777,8.1953,3735,0,,,,,,231,51,
247367,"Air, Land, & Sea",2019,413,7.06737,7.4632,9335,0,,,,,,282,,
181304,Mysterium,2015,414,7.0649,7.20563,46223,0,,,,115,,,135,
245934,"Carpe Diem",2018,415,7.06365,7.51049,8179,0,,,,,,257,,
155987,Abyss,2014,416,7.06355,7.32701,15659,0,,,,,,313,,
40354,Maria,2009,417,7.06292,7.99121,3795,0,,,,,,,,15
37046,"Ghost Stories",2008,418,7.06258,7.26335,21556,0,,,,,,329,,
8217,"San Juan",2004,419,7.06181,7.23194,24035,0,,,,,,321,,
372,"Schotten Totten",1999,420,7.06132,7.36161,12491,0,,,,91,,,,
41114,"The Resistance",2009,421,7.06027,7.20386,41649,0,,,,,35,,,
274638,"Unmatched: Robin Hood vs. Bigfoot",2019,422,7.0592,7.91092,4578,0,,,,,,255,,
119890,"Agricola: All Creatures Big and Small",2012,423,7.0592,7.32928,13973,0,,,,,,308,,
90137,"Blood Bowl: Team Manager – The Card Game",2011,424,7.05722,7.39615,11605,0,,,,,,,103,
333255,"Keep the Heroes Out!",2022,425,7.05618,8.00627,4293,0,,,,,,,69,
342810,Marrakesh,2022,426,7.05594,8.12686,3302,0,,,,,,215,,
163745,"Star Wars: Armada",2015,427,7.05358,7.81814,5582,0,,,,,,,67,52
192458,"51st State: Master Set",2016,428,7.05106,7.57333,7210,0,,,,,,260,,
222509,"Lords of Hellas",2018,429,7.05097,7.63742,7479,0,,,,,,283,,
234,"Hannibal: Rome vs. Carthage",1996,430,7.04809,7.77932,5040,0,,,,,,,,24
246684,"Smartphone Inc.",2018,431,7.0467,7.56817,6729,0,,,,,,258,,
234487,Altiplano,2017,432,7.04661,7.44774,9365,0,,,,,,285,,
269210,"Twice as Clever!",2019,433,7.0461,7.43233,9487,0,,,,85,,,,
24480,"The Pillars of the Earth",2006,434,7.04552,7.26117,18158,0,,,,,,319,,
25554,"Notre Dame",2007,435,7.04456,7.31232,13540,0,,,,,,301,,
244711,Newton,2018,436,7.04367,7.51628,7549,0,,,,,,261,,
260428,"Fall of Rome",2018,437,7.04319,7.61032,6557,0,,,,,,274,,
195539,"The Godfather: Corleone's Empire",2017,438,7.04117,7.52788,8035,0,,,,,,290,,
39683,"At the Gates of Loyang",2009,439,7.03542,7.35494,11399,0,,,,,,298,,
101721,"Mage Wars Arena",2012,440,7.03389,7.5722,7939,0,,17,,,,,,
9217,"Saint Petersburg",2004,441,7.03363,7.27032,16257,0,,,,,,326,,
250458,Gùgōng,2018,442,7.03284,7.42883,9238,0,,,,,,289,,
315767,"Cartographers Heroes",2021,443,7.03267,7.74804,5028,0,,,,76,,266,,
385529,"The Vale of Eternity",2023,444,7.02973,7.62641,6088,0,,,,83,,278,,
284742,"Honey Buzz",2020,445,7.0282,7.53861,7421,0,,,,89,,312,,
171,Chess,1475,446,7.02584,7.22542,38187,0,46,,,,,,,
357563,Akropolis,2022,447,7.02515,7.47313,8426,0,,,,95,,,,
351040,"Ready Set Bet",2022,448,7.0238,7.54652,6686,0,,,,,13,,,
15987,"Arkham Horror",2005,449,7.02373,7.23771,39911,0,,,,,,,145,
70323,"King of Tokyo",2011,450,7.02214,7.12527,72946,0,,,,132,,,,
92415,Skull,2011,451,7.01948,7.18512,25754,0,,,,,32,,,
258210,"Blitzkrieg!: World War Two in 20 Minutes",2019,452,7.01854,7.5717,6258,0,,,,,,281,,72
177478,IKI,2015,453,7.01736,7.62421,5970,0,,,,,,275,,
194594,"Dice Forge",2017,454,7.0168,7.22279,23059,0,,,,120,,,,
215311,Downforce,2017,455,7.01515,7.27637,14446,0,,,,111,,,,
322708,"Descent: Legends of the Dark",2021,456,7.01437,7.92544,5212,0,,,,,,,66,
265736,"Tiny Towns",2019,457,7.01432,7.21484,20552,0,,,,116,,,,
236191,"London (Second Edition)",2017,458,7.01341,7.49073,7373,0,,,,,,294,,
1,"Die Macher",1986,459,7.01314,7.58988,5888,0,,,,,,263,,
31594,"In the Year of the Dragon",2007,460,7.01314,7.2955,12326,0,,,,,,323,,
21348,"Ticket to Ride: Märklin",2006,461,7.01283,7.41088,9279,0,,,,101,,327,,
33160,Endeavor,2009,462,7.0123,7.37268,9616,0,,,,,,309,,
303057,"Pan Am",2020,463,7.01194,7.53488,7040,0,,,,,,317,,
343905,Boonlake,2021,464,7.01176,7.63784,5508,0,,,,,,267,,
298069,Cubitos,2021,465,7.00969,7.39418,9626,0,,,,106,,,,
198773,"Codenames: Pictures",2016,466,7.00562,7.18241,23757,0,,,,,30,,,
256226,"Azul: Stained Glass of Sintra",2018,467,7.00503,7.29521,14147,0,19,,,114,,,,
144592,"Bruxelles 1893",2013,468,7.00441,7.60148,5705,0,,,,,,277,,
128671,"Spartacus: A Game of Blood and Treachery",2012,469,7.00417,7.46435,9193,0,,,,,,,119,
166669,"San Juan (Second Edition)",2014,470,7.00353,7.44728,7609,0,,,,,,315,,
293141,"King of Tokyo: Dark Edition",2020,471,7.00248,7.66966,5673,0,,,,96,,,,
206480,"Imperial Struggle",2020,472,7.00199,8.25074,2973,0,,,,,,248,,6
367150,"Dune: War for Arrakis",2024,473,6.99972,8.52758,2596,0,,,,,,,44,14
71,Civilization,1980,474,6.99945,7.49268,7607,0,,,,,,333,,
34219,Biblios,2007,475,6.99939,7.19818,18000,0,,,,119,,351,,
138161,"Firefly: The Game",2013,476,6.99882,7.38457,12323,0,,,,,,,125,
182134,"Evolution: Climate",2016,477,6.99733,7.4647,8252,0,,,,,,339,,
17392,"Here I Stand",2006,478,6.99625,7.88099,3954,0,,,,,,,,21
186751,"Mythic Battles: Pantheon",2017,479,6.99365,8.30911,3363,0,,,,,,286,,
292375,"The Great Wall",2021,480,6.99329,7.83155,4634,0,,,,,,279,,
262543,Wavelength,2019,481,6.99125,7.24239,15408,0,,,,,24,,,
318182,"Imperium: Legends",2021,482,6.99081,7.84125,4251,0,,,,,,270,,
170771,"Sword & Sorcery",2017,483,6.98926,7.87949,5173,0,,,,,,,76,
229220,"Santa Maria",2017,484,6.98811,7.46773,7241,0,,,,,,316,,
151347,"Millennium Blades",2016,485,6.98599,7.66451,5334,0,,,,,,296,86,
251658,Sprawlopolis,2018,486,6.98434,7.29254,11564,0,,,,118,,357,,
54625,"Space Hulk (Third Edition)",2009,487,6.98382,7.53163,7187,0,,,,,,,98,
204305,"Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures",2016,488,6.98342,7.5709,6241,0,,,,,,,99,
66188,Fresco,2010,489,6.98303,7.24444,13354,0,,,,121,,348,,
100901,"Flash Point: Fire Rescue",2011,490,6.97827,7.15023,24758,0,,,,136,,,149,
328565,"Caper: Europe",2022,491,6.97799,7.67402,4898,0,,,,94,,,,
62222,"Commands & Colors: Napoleonics",2010,492,6.97763,8.05147,3379,0,,,,,,,,12
55670,Macao,2009,493,6.97747,7.40592,7560,0,,,,,,322,,
40765,"Clash of Cultures",2012,494,6.97744,7.57,5864,0,,,,,,305,,
290484,Unsettled,2021,495,6.97672,8.10704,3196,0,,,,,,,60,
161614,Stockpile,2015,496,6.9767,7.43966,7418,0,,,,,,332,,
27162,Kingsburg,2007,497,6.97629,7.1709,19884,0,,,,131,,370,,
355093,Woodcraft,2022,498,6.97624,7.61848,5353,0,,,,,,307,,
154809,Nippon,2015,499,6.97541,7.62792,5045,0,,,,,,287,,
215341,"Thunderstone Quest",2018,500,6.97326,7.75121,4613,0,,,,,,293,,
329500,"Unconscious Mind",2024,501,6.97285,7.96662,3688,0,,,,,,276,,
150,PitchCar,1995,502,6.97266,7.26902,11293,0,,,,122,23,,,
124708,"Mice and Mystics",2012,503,6.97242,7.21913,19983,0,,,,,,,143,
356033,"Libertalia: Winds of Galecrest",2022,504,6.97233,7.46452,7161,0,,,,109,,341,,
316412,"The LOOP",2020,505,6.97192,7.7186,4888,0,,,,,,324,,
264241,Mandala,2019,506,6.97091,7.47564,6574,0,9,,,104,,,,
156858,"Black Orchestra",2016,507,6.96985,7.49897,6825,0,,,,,,,110,
334590,"For Northwood! A Solo Trick-Taking Game",2021,508,6.9692,7.8645,3752,0,,,,87,,291,,
18833,"Lord of the Rings: The Confrontation",2005,509,6.96901,7.49866,6559,0,,,,,,331,,
121,Dune,1979,510,6.96769,7.58735,5932,0,,,,,,340,107,
192153,"Reign of Cthulhu",2016,511,6.96753,7.36408,10614,0,,,,,,391,127,
36932,Claustrophobia,2009,512,6.96745,7.46836,7111,0,,,,,,,112,
354934,"Legacy of Yu",2023,513,6.96696,8.13433,2910,0,,,,,,265,,
286751,"Zombicide: 2nd Edition",2021,514,6.96482,7.955,4381,0,,,,,,,96,
11170,"Heroscape Master Set: Rise of the Valkyrie",2004,515,6.96461,7.45559,8354,0,,29,,,,,120,
63628,"The Manhattan Project",2012,516,6.96377,7.31385,10024,0,,,,,,354,,
335764,"Unmatched: Battle of Legends, Volume Two",2021,517,6.96361,8.25556,2817,0,,,,,,295,,
338834,"MicroMacro: Crime City – Full House",2021,518,6.96296,7.67291,4634,0,,,,98,,,,
271601,"Feed the Kraken",2022,519,6.96147,7.81906,4400,0,,,,,15,,,
325635,"Unmatched: Little Red Riding Hood vs. Beowulf",2020,520,6.96097,8.10961,3165,0,,,,,,306,,
315610,"Massive Darkness 2: Hellscape",2022,521,6.96046,8.04194,3532,0,,,,,,,63,
243,"Advanced Squad Leader",1985,522,6.96019,8.00951,3882,0,,,,,,,,18
96913,Lancaster,2011,523,6.95767,7.38694,7682,0,,,,,,337,,
175095,"Dawn of the Zeds (Third Edition)",2016,524,6.95614,8.1525,2938,0,,,,,,,58,
169427,"Middara: Unintentional Malum – Act 1",2019,525,6.95497,8.56409,2631,0,,,,,,,42,
353288,"Trekking Through History",2022,526,6.95463,7.57315,5429,0,,,,102,,,,
66362,"Glen More",2010,527,6.95437,7.29469,9384,0,,,,,,347,,
158899,"Colt Express",2014,528,6.95364,7.0955,33600,0,,,,151,,,,
12942,"No Thanks!",2004,529,6.95363,7.07998,28602,0,,,,143,,,,
79828,"A Few Acres of Snow",2011,530,6.95358,7.37131,8035,0,,,,,,345,,89
205398,Citadels,2016,531,6.9533,7.24704,15467,0,,,,141,,,,
